transaction_id,date,product_name,quantity,amount,discount,cashier
747,2/19/2025,Sour Puss Raspberry,160,$333.18,$40.94,arnold
748,2/18/2025,Energy Drink - Franks Original,117,$284.46,$4.18,arnold
749,2/14/2025,Wine - Casillero Del Diablo,161,$73.77,$16.56,arnold
750,2/20/2025,"Wine - Red, Wolf Blass, Yellow",72,$53.36,$19.49,bet
751,2/20/2025,Island Oasis - Magarita Mix,64,$384.52,$21.89,Sona
752,2/26/2025,Pasta - Canelloni,193,$429.08,$39.02,bet
753,2/7/2025,Oil - Sunflower,114,$273.72,$6.81,Sona
754,2/19/2025,Chevril,53,$81.25,$36.53,Sona
755,2/26/2025,Cup - Paper 10oz 92959,188,$390.91,$31.82,Sona
756,2/7/2025,Blueberries,114,$420.20,$5.42,Sona
757,2/22/2025,Sping Loaded Cup Dispenser,53,$398.09,$20.84,Sona
758,2/19/2025,Wine - Pinot Noir Latour,47,$280.75,$6.30,arnold
759,2/16/2025,Pate - Peppercorn,132,$295.00,$0.76,arnold
760,2/27/2025,Pork - Hock And Feet Attached,29,$326.33,$34.55,arnold
761,2/22/2025,Sauce Bbq Smokey,110,$95.61,$16.19,arnold
762,2/27/2025,"Coffee - Beans, Whole",23,$284.63,$20.62,arnold
763,2/13/2025,"Beans - Fava, Canned",171,$155.70,$38.09,arnold
764,2/27/2025,"Napkin - Beverge, White 2 - Ply",79,$526.32,$29.79,Sona
765,2/23/2025,Chips - Doritos,88,$545.49,$11.44,bet
766,2/12/2025,Croissants Thaw And Serve,91,$528.58,$42.56,bet
767,2/16/2025,Rolled Oats,133,$131.60,$35.26,arnold
768,2/14/2025,Nantucket Apple Juice,181,$507.95,$36.95,arnold
769,2/19/2025,Hot Choc Vending,37,$84.54,$5.50,Sona
770,2/17/2025,Sobe - Cranberry Grapefruit,169,$50.91,$6.11,arnold
771,2/19/2025,Pepper - Jalapeno,41,$289.22,$34.99,bet
772,2/6/2025,Muffin Hinge 117n,50,$254.61,$14.47,Sona
773,2/15/2025,Chocolate - Feathers,143,$435.47,$43.04,arnold
774,2/19/2025,"Radish - Black, Winter, Organic",36,$356.79,$39.83,bet
775,2/17/2025,The Pop Shoppe - Black Cherry,126,$558.15,$48.24,arnold
776,2/14/2025,Bread - Rye,91,$302.79,$7.00,bet
777,2/22/2025,Swordfish Loin Portions,188,$64.64,$42.10,arnold
778,2/16/2025,Sorrel - Fresh,185,$315.06,$19.65,bet
779,2/5/2025,Chutney Sauce - Mango,33,$519.85,$7.05,bet
780,2/10/2025,"Napkin - Dinner, White",100,$534.01,$41.92,bet
781,2/19/2025,Carbonated Water - Raspberry,148,$345.75,$18.08,bet
782,2/23/2025,Nori Sea Weed,30,$265.55,$1.91,bet
783,2/23/2025,Beef - Eye Of Round,116,$180.80,$9.34,arnold
784,2/22/2025,Container - Hngd Cll Blk 7x7x3,186,$293.26,$26.57,arnold
785,2/11/2025,"Mushroom - Morels, Dry",158,$479.31,$47.23,arnold
786,2/21/2025,"Beef - Cooked, Corned",64,$61.36,$36.15,bet
787,2/9/2025,Pepper - Orange,139,$390.04,$42.94,arnold
788,2/18/2025,Parasol Pick Stir Stick,18,$58.21,$11.68,arnold
789,2/16/2025,Milk - Homo,185,$111.70,$47.49,bet
790,2/8/2025,Tomato - Tricolor Cherry,102,$405.65,$39.14,Sona
791,2/24/2025,"Veal - Brisket, Provimi,bnls",18,$378.59,$12.18,arnold
792,2/24/2025,Canadian Emmenthal,199,$180.98,$22.08,bet
793,2/10/2025,Grapes - Green,147,$329.48,$25.60,bet
794,2/26/2025,Sambuca - Opal Nera,174,$400.91,$35.95,bet
795,2/5/2025,Anchovy Fillets,125,$301.29,$32.63,bet
796,2/18/2025,"Sparkling Wine - Rose, Freixenet",108,$157.62,$48.03,Sona
797,2/4/2025,Longos - Grilled Salmon With Bbq,18,$377.24,$5.78,bet
798,2/17/2025,Soap - Hand Soap,93,$575.88,$19.15,Sona
799,2/11/2025,"Soup - Cream Of Broccoli, Dry",177,$435.47,$10.52,Sona
800,2/21/2025,Plaintain,118,$227.42,$46.02,bet
801,2/22/2025,Island Oasis - Magarita Mix,117,$176.23,$11.96,bet
802,2/10/2025,"Orange - Canned, Mandarin",104,$263.85,$30.05,Sona
803,2/15/2025,Sauce - Plum,42,$78.05,$21.12,bet
804,2/6/2025,Cake Slab,47,$135.44,$41.31,Sona
805,2/15/2025,Pear - Asian,189,$405.36,$22.38,arnold
806,2/9/2025,Pants Custom Dry Clean,167,$107.79,$40.66,Sona
807,2/14/2025,Wine - Beringer Founders Estate,122,$414.80,$1.00,bet
808,2/9/2025,"Lobster - Baby, Boiled",74,$408.44,$6.51,Sona
809,2/21/2025,Green Tea Refresher,76,$352.24,$41.81,Sona
810,2/18/2025,Quail - Jumbo,83,$586.16,$30.37,arnold
811,2/4/2025,Pastry - Key Limepoppy Seed Tea,196,$562.61,$44.99,Sona
812,2/26/2025,Rabbit - Frozen,119,$450.46,$25.80,arnold
813,2/22/2025,Bread Country Roll,12,$214.95,$12.02,bet
814,2/9/2025,Pear - Packum,113,$318.38,$0.11,Sona
815,2/17/2025,"Garlic - Primerba, Paste",26,$311.28,$10.80,arnold
816,2/27/2025,"Sugar - Sweet N Low, Individual",193,$201.81,$5.66,Sona
817,2/7/2025,"Soup - French Onion, Dry",2,$331.10,$36.93,Sona
818,2/14/2025,Fork - Plastic,192,$199.45,$6.55,bet
819,2/20/2025,Everfresh Products,35,$166.95,$2.58,arnold
820,2/6/2025,Shrimp - 150 - 250,63,$303.47,$22.87,Sona
821,2/16/2025,Veal - Provimi Inside,76,$71.37,$1.69,bet
822,2/15/2025,Longan,115,$450.12,$21.28,Sona
823,2/18/2025,Juice - Prune,163,$272.12,$33.37,arnold
824,2/25/2025,"Mushroom - Morels, Dry",199,$362.23,$2.33,arnold
825,2/13/2025,Worcestershire Sauce,181,$529.57,$34.71,arnold
826,2/14/2025,"Wine - White, Schroder And Schyl",155,$100.13,$18.47,arnold
827,2/15/2025,Wine - Cava Aria Estate Brut,82,$78.51,$38.14,bet
828,2/24/2025,Lettuce - Lolla Rosa,102,$332.81,$8.35,bet
829,2/19/2025,Cheese - Brick With Pepper,17,$332.91,$6.19,Sona
830,2/10/2025,"Soda Water - Club Soda, 355 Ml",169,$242.85,$3.68,Sona
831,2/26/2025,"Bread - Rolls, Corn",180,$105.48,$33.67,arnold
832,2/12/2025,Grapes - Black,190,$118.35,$29.11,bet
833,2/27/2025,Anchovy In Oil,6,$353.07,$46.08,bet
834,2/20/2025,"Tortillas - Flour, 10",79,$596.24,$37.80,Sona
835,2/5/2025,Cleaner - Lime Away,28,$245.05,$27.80,Sona
836,2/13/2025,Tea - Jasmin Green,81,$517.23,$11.36,arnold
837,2/27/2025,"Pepper - Chillies, Crushed",177,$533.31,$6.19,arnold
838,2/8/2025,Cocoa Butter,56,$163.25,$14.49,Sona
839,2/10/2025,French Pastry - Mini Chocolate,151,$453.60,$41.51,bet
840,2/10/2025,Pernod,172,$577.89,$24.17,bet
841,2/20/2025,Uniform Linen Charge,24,$426.01,$26.67,arnold
842,2/27/2025,Cheese - Goat With Herbs,172,$156.78,$6.14,bet
843,2/14/2025,Mustard Prepared,1,$240.72,$26.02,arnold
844,2/27/2025,Pork - Caul Fat,98,$158.76,$38.91,Sona
845,2/20/2025,Puree - Blackcurrant,105,$463.08,$20.01,arnold
846,2/27/2025,Poppy Seed,194,$242.93,$48.90,bet
847,2/20/2025,Oil - Pumpkinseed,159,$585.67,$45.99,Sona
848,2/25/2025,Praline Paste,194,$303.40,$34.96,bet
849,2/6/2025,Wine - Wyndham Estate Bin 777,18,$430.23,$47.63,arnold
850,2/6/2025,"Cheese - Woolwich Goat, Log",20,$434.96,$13.44,bet
851,2/22/2025,Cookie - Oatmeal,27,$563.14,$41.89,bet
852,2/23/2025,Bread - Italian Corn Meal Poly,43,$59.73,$14.82,arnold
853,2/14/2025,Laundry - Bag Cloth,14,$381.82,$1.52,Sona
854,2/18/2025,"Wine - Red, Pinot Noir, Chateau",81,$354.77,$39.24,bet
855,2/23/2025,Mcguinness - Blue Curacao,35,$417.72,$38.64,bet
856,2/24/2025,"Bread - Roll, Canadian Dinner",93,$176.26,$33.79,arnold
857,2/14/2025,Shrimp - 150 - 250,81,$86.46,$0.50,arnold
858,2/13/2025,Chinese Foods - Chicken,148,$295.12,$30.79,arnold
859,2/17/2025,Island Oasis - Strawberry,156,$303.67,$7.41,arnold
860,2/13/2025,Iced Tea Concentrate,109,$312.32,$30.61,arnold
861,2/5/2025,Arizona - Plum Green Tea,58,$222.02,$36.34,Sona
862,2/11/2025,"Chicken - Diced, Cooked",46,$264.53,$41.66,arnold
863,2/9/2025,Juice - Lagoon Mango,9,$304.29,$13.45,arnold
864,2/12/2025,Arizona - Plum Green Tea,109,$167.10,$26.33,bet
865,2/25/2025,Numi - Assorted Teas,41,$234.55,$32.94,bet
866,2/4/2025,Compound - Orange,50,$527.78,$3.24,arnold
867,2/17/2025,Dried Figs,98,$147.95,$31.24,arnold
868,2/16/2025,"Syrup - Golden, Lyles",48,$179.57,$28.73,bet
869,2/6/2025,Lady Fingers,88,$178.78,$8.19,bet
870,2/18/2025,"Vodka - Lemon, Absolut",105,$560.44,$35.61,arnold
871,2/19/2025,Waffle Stix,43,$140.93,$23.88,bet
872,2/11/2025,Nantucket Orange Juice,116,$200.58,$37.64,arnold
873,2/27/2025,Madeira,102,$317.76,$27.00,arnold
874,2/20/2025,Soup - Campbells - Chicken Noodle,181,$120.87,$11.14,arnold
875,2/13/2025,Bagelers,101,$412.94,$10.89,arnold
876,2/16/2025,Nantucket Orange Juice,85,$173.49,$8.88,bet
877,2/23/2025,Syrup - Chocolate,166,$119.47,$18.03,Sona
878,2/16/2025,Beer - Moosehead,43,$539.91,$42.32,bet
879,2/18/2025,Muffin Chocolate Individual Wrap,170,$350.79,$32.73,bet
880,2/20/2025,Jameson Irish Whiskey,97,$292.69,$31.11,bet
881,2/11/2025,Ginger - Pickled,33,$74.56,$33.73,arnold
882,2/13/2025,Shiro Miso,123,$458.20,$45.22,arnold
883,2/12/2025,Whmis - Spray Bottle Trigger,133,$88.82,$12.27,Sona
884,2/19/2025,Tea - Decaf 1 Cup,72,$474.11,$32.16,bet
885,2/24/2025,Scotch - Queen Anne,187,$393.35,$35.35,bet
886,2/11/2025,Danishes - Mini Raspberry,94,$394.38,$20.97,Sona
887,2/24/2025,Pepper - Scotch Bonnet,50,$359.79,$3.11,Sona
888,2/17/2025,Peppercorns - Green,11,$346.97,$12.78,arnold
889,2/6/2025,"Lettuce - Mini Greens, Whole",172,$325.35,$46.60,bet
890,2/15/2025,Aspic - Amber,148,$227.11,$32.83,Sona
891,2/11/2025,Mikes Hard Lemonade,95,$526.25,$11.80,arnold
892,2/27/2025,Wine - Cabernet Sauvignon,11,$327.09,$18.03,Sona
893,2/12/2025,"Pasta - Fusili, Dry",125,$292.72,$0.89,Sona
894,2/13/2025,Grapes - Black,156,$257.26,$17.08,bet
895,2/8/2025,Petit Baguette,119,$533.08,$37.53,bet
896,2/8/2025,Ezy Change Mophandle,79,$525.17,$25.12,Sona
897,2/26/2025,Goulash Seasoning,27,$478.64,$6.14,bet
898,2/19/2025,Beans - Fine,185,$346.39,$11.88,bet
899,2/14/2025,Smoked Paprika,165,$266.70,$33.15,bet
900,2/27/2025,Garlic - Elephant,100,$292.90,$31.66,arnold
901,2/14/2025,Cognac - Courvaisier,116,$263.81,$12.67,arnold
902,2/16/2025,Muffin Mix - Lemon Cranberry,42,$317.84,$35.94,Sona
903,2/22/2025,Cassis,148,$493.49,$7.17,Sona
904,2/10/2025,Steamers White,173,$487.67,$17.12,arnold
905,2/14/2025,Grapefruit - White,54,$365.18,$24.54,Sona
906,2/7/2025,Bread - Triangle White,47,$533.07,$17.90,bet
907,2/19/2025,Compound - Raspberry,35,$297.74,$34.58,bet
908,2/11/2025,Steam Pan - Half Size Deep,32,$555.02,$41.34,Sona
909,2/18/2025,Roe - White Fish,56,$279.50,$13.90,bet
910,2/8/2025,Soup - Campbells Chili,130,$105.48,$30.41,Sona
911,2/14/2025,Wine - Chablis 2003 Champs,7,$232.39,$16.56,arnold
912,2/13/2025,Tea - Herbal Orange Spice,178,$421.68,$7.52,bet
913,2/15/2025,"Mushroom - Chanterelle, Dry",179,$195.88,$48.95,bet
914,2/5/2025,Chocolate Eclairs,97,$128.10,$7.51,Sona
915,2/25/2025,Turnip - Mini,131,$137.89,$35.69,bet
916,2/4/2025,Raspberries - Frozen,195,$542.97,$45.67,arnold
917,2/23/2025,Sauce - Vodka Blush,98,$255.91,$27.47,bet
918,2/21/2025,Beans - Butter Lrg Lima,13,$567.14,$7.33,Sona
919,2/24/2025,"Beans - Black Bean, Dry",137,$160.48,$38.79,bet
920,2/14/2025,V8 Pet,21,$195.00,$17.25,arnold
921,2/21/2025,Chip - Potato Dill Pickle,26,$66.82,$17.09,Sona
922,2/25/2025,Cardamon Seed / Pod,83,$58.79,$35.14,arnold
923,2/19/2025,Longos - Assorted Sandwich,42,$271.60,$24.21,Sona
924,2/25/2025,Muffin Mix - Morning Glory,59,$402.14,$18.20,Sona
925,2/19/2025,Bread - French Baquette,24,$162.33,$22.97,Sona
926,2/25/2025,Red Currant Jelly,186,$467.24,$11.19,Sona
927,2/14/2025,"Beef - Ground, Extra Lean, Fresh",191,$56.56,$9.56,Sona
928,2/20/2025,Carbonated Water - Lemon Lime,147,$502.39,$21.17,arnold
929,2/19/2025,Pepper - Cayenne,146,$317.01,$35.17,arnold
930,2/26/2025,"Beef - Ground, Extra Lean, Fresh",13,$348.54,$11.10,arnold
931,2/12/2025,Oil - Olive,77,$528.18,$3.98,bet
932,2/20/2025,Carbonated Water - Blackcherry,102,$438.67,$40.99,Sona
933,2/21/2025,Alize Red Passion,154,$336.04,$44.66,Sona
934,2/22/2025,Wine - Blue Nun Qualitatswein,41,$135.42,$23.00,Sona
935,2/19/2025,Cheese - Victor Et Berthold,152,$66.86,$8.17,arnold
936,2/27/2025,"Artichoke - Hearts, Canned",200,$98.15,$20.93,arnold
937,2/13/2025,Radish - Pickled,155,$226.32,$10.52,Sona
938,2/22/2025,Ecolab - Hand Soap Form Antibac,148,$313.01,$17.14,Sona
939,2/24/2025,Wooden Mop Handle,68,$303.73,$48.61,arnold
940,2/23/2025,Oil - Peanut,76,$73.54,$6.79,bet
941,2/10/2025,Dawn Professionl Pot And Pan,133,$347.58,$38.52,arnold
942,2/18/2025,Flour - Bread,187,$250.73,$0.04,bet
943,2/23/2025,Rice - Aborio,39,$584.52,$4.79,arnold
944,2/26/2025,Strawberries - California,137,$357.26,$31.07,bet
945,2/27/2025,Pepper Squash,160,$215.29,$39.25,arnold
946,2/26/2025,Cheese - Ermite Bleu,173,$518.95,$23.07,arnold
947,2/9/2025,Beer - Paulaner Hefeweisse,6,$294.13,$20.89,arnold
948,2/13/2025,Sage Ground Wiberg,171,$297.03,$14.27,arnold
949,2/15/2025,Butter - Pod,164,$50.67,$22.68,Sona
950,2/24/2025,Compound - Passion Fruit,162,$80.02,$10.29,arnold
951,2/14/2025,Stainless Steel Cleaner Vision,43,$537.83,$38.89,bet
952,2/16/2025,Beer - Steamwhistle,82,$394.03,$21.53,Sona
953,2/19/2025,Soup - Campbells Beef Noodle,81,$386.81,$3.69,bet
954,2/4/2025,Soup - French Onion,106,$129.03,$35.99,bet
955,2/5/2025,Oil - Shortening - All - Purpose,179,$566.67,$24.72,arnold
956,2/4/2025,Aromat Spice / Seasoning,53,$513.89,$13.40,bet
957,2/24/2025,Barley - Pearl,198,$142.25,$16.27,Sona
958,2/10/2025,"Seedlings - Buckwheat, Organic",104,$427.10,$33.23,bet
959,2/10/2025,Pepper - Red Bell,8,$316.45,$23.19,Sona
960,2/20/2025,Steampan - Half Size Shallow,90,$226.67,$11.51,bet
961,2/27/2025,Carbonated Water - Blackcherry,74,$189.07,$29.67,bet
962,2/20/2025,"Vodka - Hot, Lnferno",160,$412.76,$4.24,arnold
963,2/12/2025,Wine - Sogrape Mateus Rose,83,$250.09,$47.75,Sona
964,2/21/2025,Onions - Green,124,$555.57,$37.98,bet
965,2/5/2025,Fruit Salad Deluxe,26,$121.98,$15.59,Sona
966,2/25/2025,Wine - Zinfandel California 2002,186,$87.55,$24.72,arnold
967,2/14/2025,Juice - Orangina,67,$498.24,$27.83,Sona
968,2/6/2025,Beef - Tenderloin Tails,47,$400.45,$1.77,Sona
969,2/23/2025,Bar Nature Valley,90,$284.16,$38.47,bet
970,2/18/2025,Cake - Pancake,199,$353.44,$37.87,arnold
971,2/13/2025,Scotch - Queen Anne,126,$123.89,$0.71,Sona
972,2/21/2025,Lambcasing,122,$193.25,$15.96,arnold
973,2/10/2025,Wine - Saint Emilion Calvet,159,$423.96,$38.67,Sona
974,2/16/2025,Arctic Char - Fillets,34,$583.96,$43.69,bet
975,2/11/2025,Veal - Ground,33,$530.39,$11.84,bet
976,2/10/2025,Samosa - Veg,140,$396.16,$4.90,bet
977,2/23/2025,Rice Paper,124,$324.70,$6.23,arnold
978,2/20/2025,"Lemonade - Kiwi, 591 Ml",82,$550.85,$30.32,Sona
979,2/24/2025,Mustard Prepared,121,$246.07,$21.58,arnold
980,2/9/2025,Eggplant - Regular,103,$336.09,$32.18,bet
981,2/8/2025,Langers - Mango Nectar,137,$536.34,$23.63,arnold
982,2/21/2025,Towel - Roll White,95,$397.84,$30.55,bet
983,2/18/2025,Nantucket - Orange Mango Cktl,85,$561.41,$11.22,bet
984,2/25/2025,Heavy Duty Dust Pan,163,$265.68,$38.42,arnold
985,2/15/2025,Water - Evian 355 Ml,45,$294.45,$17.74,arnold
986,2/23/2025,Emulsifier,114,$129.86,$46.88,bet
987,2/15/2025,"Wine - White, Gewurtzraminer",181,$477.78,$29.05,arnold
988,2/14/2025,Papadam,1,$462.25,$26.23,arnold
989,2/22/2025,"Crab - Dungeness, Whole",195,$78.26,$37.59,arnold
990,2/18/2025,Cup - Translucent 7 Oz Clear,126,$146.16,$25.45,arnold
991,2/19/2025,"Ice - Clear, 300 Lb For Carving",62,$349.93,$46.04,Sona
992,2/11/2025,Arctic Char - Fillets,121,$359.70,$7.90,Sona
993,2/23/2025,Pear - Halves,132,$163.40,$3.52,bet
994,2/19/2025,Remy Red Berry Infusion,22,$356.28,$1.01,Sona
995,2/4/2025,Compound - Mocha,69,$168.96,$25.01,bet
996,2/25/2025,"Jam - Strawberry, 20 Ml Jar",111,$114.17,$44.84,Sona
997,2/13/2025,Cheese - Brick With Pepper,159,$283.19,$48.47,Sona
998,2/5/2025,Bagel - Everything,110,$230.96,$34.06,Sona
999,2/13/2025,Snapple Lemon Tea,122,$178.47,$48.37,Sona
1000,2/26/2025,Dried Cranberries,162,$350.92,$46.94,Sona
